MEP,KPI,Quarter,Predicted_KPI,Intercept,DL_HC_Used,IDL_HC_Used,Coef_DL_HC,Coef_IDL_HC,FY22 Q1,FY22 Q2,FY22 Q3,FY22 Q4,FY23 Q1,FY23 Q2,FY23 Q3,FY23 Q4,FY24 Q1,FY24 Q2,FY24 Q3,FY24 Q4,FY25 Q1,FY25 Q2,FY25 Q3,FY25 Q4
"MFG Cork, IRL_3",KPI: IDL %,FY26 Q1,6.406454035241268,11.584723585130487,1298.0,448.0,-0.0019655673793446166,-0.005863756900669434,6.79,14.8,4.46,3.31,4.8,12.89,13.25,4.25,7.38,10.0,11.93,13.79,5.34,3.97,4.64,9.54
"MFG Cork, IRL_4",KPI: IDL %,FY26 Q1,1.44972593116891,13.36041425452818,156.0,420.0,-0.002394689473020895,-0.027469325632304788,7.65,3.42,7.66,10.33,4.44,13.38,5.03,13.55,12.54,3.36,5.04,4.22,14.78,9.81,12.77,7.71
"MFG Cork, IRL_5",KPI: IDL %,FY26 Q1,6.858019730930705,3.917610776934806,725.0,210.0,0.0006558024819667476,0.011737867402714318,11.53,10.61,6.42,4.02,4.98,9.48,10.23,11.02,4.04,10.86,3.27,10.57,13.33,7.59,5.59,5.21
"MFG Cork, IRL_6",KPI: IDL %,FY26 Q1,8.67825853437698,12.951713828832279,740.0,470.0,-0.004193748404449543,-0.002489535053537526,11.43,12.54,6.02,13.97,3.35,5.21,9.68,11.37,11.81,3.01,9.89,3.21,6.09,7.2,13.06,14.54
"MFG Cork, IRL_7",KPI: IDL %,FY26 Q1,7.137624792761464,8.014331172767823,121.0,421.0,0.0012182025530597027,-0.002432562681535828,10.61,8.72,3.18,6.26,13.52,14.72,4.37,5.34,14.91,10.42,3.92,5.77,12.3,9.2,10.22,12.49
"MFG Cork, IRL_8",KPI: IDL %,FY26 Q1,10.228189729974103,10.569000041082962,930.0,320.0,-0.001533037314916601,0.003390357474261189,5.55,9.2,4.64,7.52,11.04,9.93,14.88,12.38,14.46,14.63,12.14,3.83,9.97,4.03,7.28,11.98
"MFG Cork, IRL_9",KPI: IDL %,FY26 Q1,5.4868380487468675,6.680989468451239,268.0,407.0,0.0047888356861603455,-0.006087369492863252,9.69,9.38,7.34,5.53,10.37,12.81,13.89,6.94,9.39,9.19,12.02,3.15,6.5,12.46,9.06,10.35
"MFG Manaus, BRA_1",KPI: IDL %,FY26 Q1,8.793975105765888,8.40762056660191,435.0,321.0,0.00205418514602171,-0.0015801121475248123,8.51,9.49,10.76,5.07,11.12,14.06,7.63,9.69,5.42,7.0,10.38,10.51,4.64,8.21,11.42,6.06
"MFG Manaus, BRA_10",KPI: IDL %,FY26 Q1,7.8056481060421286,4.72917599885909,788.0,123.0,0.0027849754047142017,0.0071700120997418475,5.49,11.76,4.05,11.54,4.58,8.62,6.59,7.85,7.83,12.43,14.6,10.81,8.36,3.51,11.03,10.15
"MFG Manaus, BRA_2",KPI: IDL %,FY26 Q1,8.789323568826841,9.210497326172092,558.0,486.0,-0.0006614565956672649,-0.00010716250403892425,8.83,10.82,12.11,10.23,11.08,8.81,10.11,5.98,3.94,4.54,12.04,5.01,10.3,12.38,14.3,6.63
"MFG Manaus, BRA_3",KPI: IDL %,FY26 Q1,5.091747625083821,2.6878006329570434,327.0,67.0,0.0054388565640708444,0.00933493874142703,4.71,11.63,9.95,13.03,10.15,3.3,14.85,5.94,6.03,5.12,5.83,14.56,8.41,11.31,3.69,11.08
"MFG Manaus, BRA_4",KPI: IDL %,FY26 Q1,8.950260401318173,5.273447672069745,1457.0,290.0,0.0020881003357862645,0.002187760482785658,3.03,9.45,12.18,8.01,10.95,7.89,10.08,5.23,3.2,8.29,10.08,5.52,11.18,10.62,11.67,13.01
"MFG Manaus, BRA_5",KPI: IDL %,FY26 Q1,11.114662161601716,16.078321535654144,303.0,343.0,-0.004429392690074343,-0.010558464690845195,12.76,14.83,13.49,11.7,4.84,13.67,5.52,3.38,11.18,9.78,9.69,9.56,13.4,5.09,13.74,8.08
"MFG Manaus, BRA_6",KPI: IDL %,FY26 Q1,8.572792732422702,7.554450995133179,813.0,189.0,-0.0017418530057764954,0.012880784290930227,4.85,13.35,9.47,4.82,7.74,9.62,11.02,14.28,3.26,11.41,11.2,9.52,14.07,10.51,5.35,6.97
"MFG Manaus, BRA_7",KPI: IDL %,FY26 Q1,8.805172377970338,10.690096460145996,909.0,224.0,-0.00179247647848085,-0.0011409060858775214,3.95,10.75,6.63,6.37,12.06,7.82,7.69,14.98,9.6,11.05,7.74,6.78,5.01,13.85,13.81,10.38
"MFG Manaus, BRA_8",KPI: IDL %,FY26 Q1,8.662893796032215,5.1555436813374005,417.0,415.0,-0.0016370375027283059,0.010096372899596426,6.41,4.51,3.34,8.42,4.5,6.05,4.45,9.47,13.39,4.96,3.65,7.27,4.03,13.49,8.51,11.13
"MFG Manaus, BRA_9",KPI: IDL %,FY26 Q1,9.803922544880663,10.05685984173373,951.0,271.0,-0.00014156571444722715,-0.00043656200152676655,9.79,12.15,14.7,9.61,11.33,5.87,9.62,12.12,8.22,9.2,9.17,6.79,3.3,7.49,9.41,11.21
"MFG Northfield, USA_1",KPI: IDL %,FY26 Q1,5.006016768356793,11.405660616262868,1357.0,382.0,-0.0014415320697468647,-0.01163215923889942,3.63,3.01,4.39,14.79,9.1,10.16,3.51,7.7,11.56,9.43,8.9,5.85,3.18,13.63,10.84,7.62
"MFG Northfield, USA_10",KPI: IDL %,FY26 Q1,7.447519136871185,9.732240698662753,437.0,323.0,0.0029291906911449632,-0.011036464067560115,3.25,10.27,4.61,10.62,10.96,12.31,12.27,7.43,5.14,11.74,7.09,3.92,5.23,6.45,11.38,10.94
"MFG Northfield, USA_2",KPI: IDL %,FY26 Q1,10.392404140553673,10.644513437497729,198.0,127.0,-0.004106118635969283,0.004416552700613094,3.77,9.88,10.91,11.75,6.22,11.27,10.89,6.51,6.35,9.54,7.23,4.15,6.99,8.66,11.59,13.68
"MFG Northfield, USA_3",KPI: IDL %,FY26 Q1,10.177474255704634,9.686983029491438,809.0,127.0,0.0005622678571148644,0.0002804451165926784,10.65,4.14,14.81,6.47,7.45,12.85,10.12,11.14,14.42,13.9,13.51,4.18,13.53,4.58,3.72,8.0
"MFG Northfield, USA_4",KPI: IDL %,FY26 Q1,9.024011771778701,9.433610691935346,1326.0,485.0,0.0016032634379402912,-0.00522788915229994,13.64,12.83,7.03,14.22,7.29,6.74,6.87,9.7,10.75,6.48,9.65,5.36,13.73,9.76,13.48,9.15
"MFG Northfield, USA_5",KPI: IDL %,FY26 Q1,3.955883435644081,15.803190759310478,1217.0,485.0,-0.0026060377373931147,-0.017888163705688614,3.15,12.74,4.86,12.12,11.86,12.37,4.82,13.64,8.18,11.5,11.16,8.61,13.27,7.62,8.07,13.45
"MFG Northfield, USA_6",KPI: IDL %,FY26 Q1,9.751351857595012,10.051537498048258,561.0,24.0,-0.000736175827154767,0.004700374940857378,14.03,12.04,5.2,8.55,12.79,10.82,12.36,9.69,8.28,11.63,14.42,7.46,3.31,10.89,14.7,7.79
"MFG Northfield, USA_7",KPI: IDL %,FY26 Q1,9.504535192369682,8.562493283455852,398.0,260.0,-0.002534291847702645,0.007502654093459547,6.0,10.09,13.94,11.74,3.57,6.85,8.71,3.5,9.87,11.02,8.13,13.01,3.73,12.65,8.23,12.81
"MFG Northfield, USA_8",KPI: IDL %,FY26 Q1,11.27918931151407,7.5968085026850884,1461.0,120.0,0.003258927500757135,-0.008990935581476612,7.36,3.42,7.94,3.22,12.25,8.01,4.26,9.67,5.63,7.84,10.29,14.5,9.13,12.36,3.36,3.94
"MFG Northfield, USA_9",KPI: IDL %,FY26 Q1,7.96340107838048,10.469302875608854,694.0,382.0,-0.0016303588811146588,-0.0035979914495675403,12.93,13.5,4.58,3.29,3.69,12.06,12.27,4.57,9.44,6.2,13.2,3.42,14.3,3.81,11.9,13.7
"MFG Penang, MYS_1",KPI: IDL %,FY26 Q1,7.725841539963684,8.65523114522761,648.0,241.0,-0.0025334376575067777,0.002955510360167911,11.9,7.64,11.44,3.91,3.54,3.94,7.4,12.65,3.28,10.09,6.4,3.31,3.19,7.83,10.55,8.62
"MFG Penang, MYS_10",KPI: IDL %,FY26 Q1,9.098341376788717,3.7959687105453312,1126.0,301.0,0.0016006735216117646,0.01162795442162305,7.67,3.33,4.43,7.53,10.15,6.19,10.96,8.79,7.25,14.56,11.22,3.39,11.77,13.94,4.92,8.51
"MFG Penang, MYS_2",KPI: IDL %,FY26 Q1,9.691108800594701,10.732880733759302,366.0,410.0,-0.0008966465594372016,-0.0017404860790502083,14.74,12.28,6.1,14.72,10.94,4.42,8.07,9.96,14.55,8.5,3.91,6.27,10.29,11.18,5.13,11.36
"MFG Penang, MYS_3",KPI: IDL %,FY26 Q1,9.932875338091833,10.764881682454202,1387.0,254.0,-0.0011832943289981183,0.003185916889598508,3.54,6.31,13.35,14.43,13.13,9.46,11.1,14.45,13.73,9.07,5.41,11.68,5.97,11.85,4.62,4.09
"MFG Penang, MYS_4",KPI: IDL %,FY26 Q1,8.291170734478069,8.023813745828507,1148.0,138.0,5.132410104106071e-05,0.0015104124685103187,3.9,5.91,9.43,5.65,9.56,8.07,10.99,8.91,7.64,12.67,12.99,5.07,3.81,10.78,6.98,12.33
"MFG Penang, MYS_5",KPI: IDL %,FY26 Q1,10.146155495929104,8.400075358150522,1178.0,233.0,0.0031365623274355213,-0.008363906798027733,9.52,7.75,3.93,10.51,12.35,12.41,3.99,11.12,5.96,8.58,8.79,6.68,7.87,13.8,6.58,13.91
"MFG Penang, MYS_6",KPI: IDL %,FY26 Q1,4.8545462173499905,3.9730623197890633,111.0,70.0,0.003454891695839477,0.00711415599032493,12.28,5.12,6.62,10.11,7.94,13.33,13.72,3.76,3.47,11.07,3.76,8.59,8.25,13.8,14.25,6.03
"MFG Penang, MYS_7",KPI: IDL %,FY26 Q1,15.105711318670547,15.28859375459832,282.0,439.0,-0.004948179624127796,0.002761968606096275,10.81,10.83,14.04,11.11,14.63,13.55,13.19,3.82,12.52,10.87,14.37,9.31,11.02,3.18,9.86,12.68
"MFG Penang, MYS_8",KPI: IDL %,FY26 Q1,10.840316057183564,9.966814680869579,228.0,304.0,0.000988542768409157,0.0021319527141996615,12.92,14.62,12.85,13.9,10.54,12.21,8.24,8.92,10.45,10.78,6.64,11.53,12.46,10.84,7.23,13.31
"MFG Penang, MYS_9",KPI: IDL %,FY26 Q1,9.776755855772919,7.178433351777615,153.0,462.0,0.002908509703588805,0.004660866924991812,12.74,11.99,11.97,6.85,11.73,12.87,13.11,11.56,5.21,11.87,8.0,6.12,7.77,10.29,7.3,9.72
"MFG Shenzhen, CHN_1",KPI: IDL %,FY26 Q1,7.412074866955262,11.496691694694468,1353.0,200.0,-0.001972584677310391,-0.007078548796691234,12.58,4.34,5.14,3.49,7.4,6.0,8.66,12.91,9.65,3.06,13.46,11.02,7.38,8.0,5.56,8.05
"MFG Shenzhen, CHN_10",KPI: IDL %,FY26 Q1,6.403642349679057,9.386926964943788,1056.0,490.0,0.0029245866927530492,-0.012391118699616226,11.27,8.94,6.01,4.7,14.73,6.58,4.29,10.12,6.91,3.42,13.06,7.32,6.09,6.72,4.27,7.01
"MFG Shenzhen, CHN_2",KPI: IDL %,FY26 Q1,8.76581589728593,11.654925093321797,939.0,75.0,-0.00291192689678646,-0.002064131199378394,11.85,8.53,7.36,11.37,4.83,14.65,6.98,3.27,6.4,5.51,14.76,13.29,5.89,13.57,4.28,9.27
"MFG Shenzhen, CHN_3",KPI: IDL %,FY26 Q1,8.809736576173929,6.180932326344619,300.0,282.0,0.0015416728640842564,0.007681923370936289,3.74,12.72,13.38,12.78,13.63,11.64,7.85,4.19,10.5,8.55,5.75,6.2,6.84,3.7,5.91,12.63
"MFG Shenzhen, CHN_4",KPI: IDL %,FY26 Q1,9.401907082214342,9.163953384165195,391.0,233.0,-0.0013742412872608072,0.0033273907354855053,6.0,11.6,4.13,3.4,8.53,13.17,12.77,13.41,4.96,11.72,8.73,8.92,10.53,5.86,6.72,7.82
"MFG Shenzhen, CHN_5",KPI: IDL %,FY26 Q1,7.131567075292661,5.9014240513504435,762.0,46.0,0.0014883492116421475,0.0020874114058891603,4.62,5.56,4.45,11.51,8.74,6.21,11.27,9.18,10.0,9.78,3.22,8.01,8.12,5.64,4.04,11.73
"MFG Shenzhen, CHN_6",KPI: IDL %,FY26 Q1,11.040278157360063,15.08219658131953,404.0,210.0,-0.002517339728128071,-0.01440434844664631,6.31,12.39,7.81,5.37,14.41,9.61,13.02,9.49,14.7,4.88,6.76,4.0,6.7,8.35,3.99,9.61
"MFG Shenzhen, CHN_7",KPI: IDL %,FY26 Q1,8.205612349532359,3.512790254317548,637.0,364.0,0.0082226170063447,-0.001497211367655945,10.44,12.97,5.02,14.54,12.27,5.07,14.17,6.16,12.1,3.63,3.26,5.01,11.87,5.28,9.04,3.86
"MFG Shenzhen, CHN_8",KPI: IDL %,FY26 Q1,9.588051153009843,8.931075907497618,368.0,26.0,0.0017858214715732745,-7.963693336162478e-06,5.96,5.57,9.57,7.98,14.2,9.85,13.53,12.86,10.68,10.9,11.15,13.16,11.67,12.71,4.51,10.66
"MFG Shenzhen, CHN_9",KPI: IDL %,FY26 Q1,6.431739591364526,7.2045970903095045,425.0,388.0,0.0026425142212356833,-0.004886407327242641,6.42,4.12,10.15,8.86,8.2,12.26,7.57,10.8,13.23,5.9,3.47,6.92,3.35,12.94,8.37,13.91
"MFG Tijuana, MEX_1",KPI: IDL %,FY26 Q1,6.606005161531072,11.186461180206688,745.0,402.0,-0.000587705941375601,-0.010305012667539288,14.93,5.81,6.89,7.09,3.21,3.22,9.77,4.7,4.18,6.4,6.57,14.32,4.46,10.91,11.36,3.08
"MFG Tijuana, MEX_10",KPI: IDL %,FY26 Q1,8.018854910841192,5.046514781982053,1008.0,272.0,0.001008557402698996,0.007190125981391731,14.34,12.62,4.69,7.97,12.19,6.06,8.25,6.48,5.38,4.95,9.24,6.7,7.16,6.54,4.54,5.8
"MFG Tijuana, MEX_2",KPI: IDL %,FY26 Q1,3.615899482980941,12.208200716540503,1492.0,26.0,-0.005930759138275095,0.009861207721033818,13.1,9.86,14.03,6.72,13.32,3.55,6.17,4.79,14.49,3.62,9.3,9.26,13.17,11.51,10.58,14.3
"MFG Tijuana, MEX_3",KPI: IDL %,FY26 Q1,5.907059983429313,4.510491707208083,1195.0,82.0,0.00016307169604558303,0.014654848773740953,14.76,13.17,9.55,6.7,7.17,5.45,6.65,4.51,9.53,8.45,5.73,4.76,12.11,13.46,9.24,10.15
"MFG Tijuana, MEX_4",KPI: IDL %,FY26 Q1,13.06589046833943,18.405860941032845,211.0,258.0,-0.006379605032118085,-0.015480131050063947,12.16,5.98,14.22,10.99,11.07,7.17,6.34,14.79,14.7,6.12,9.38,14.04,13.49,6.56,12.56,3.71
"MFG Tijuana, MEX_5",KPI: IDL %,FY26 Q1,7.978414216094622,5.228454597286805,667.0,428.0,0.003384070842182649,0.001151365343626146,8.82,8.48,4.21,11.39,8.13,8.25,4.45,3.35,6.98,8.54,11.27,5.26,7.84,5.52,6.67,5.92
"MFG Tijuana, MEX_6",KPI: IDL %,FY26 Q1,9.571620029691177,11.199111753550799,663.0,246.0,-0.000636626134132286,-0.004900034946869579,12.51,7.44,9.01,10.53,12.36,8.84,5.98,11.14,5.71,10.78,3.95,13.96,14.64,12.4,13.99,14.69
"MFG Tijuana, MEX_7",KPI: IDL %,FY26 Q1,12.790008650904205,15.441897663621702,251.0,139.0,-0.004807809907079594,-0.010396609539859849,11.08,14.43,3.64,14.88,3.58,6.48,11.1,6.36,8.68,8.2,12.62,14.41,5.83,14.32,5.03,5.31
"MFG Tijuana, MEX_8",KPI: IDL %,FY26 Q1,14.081476024070142,14.64628112733585,119.0,20.0,-0.0022254452277419676,-0.014998856058220714,3.73,8.36,4.97,12.51,5.6,11.71,7.6,14.35,11.13,3.09,14.43,6.68,9.58,7.04,4.2,3.29
"MFG Tijuana, MEX_9",KPI: IDL %,FY26 Q1,7.597079626634916,9.040985078624832,1189.0,368.0,-0.003278079795459974,0.006667748436989113,6.39,5.65,5.58,7.15,11.02,7.46,8.19,4.13,3.73,10.68,14.02,7.86,6.11,13.55,9.82,13.88
"GSS Bangalore, IND_1",KPI: MFG Cost Excl. MM,FY26 Q1,36921782.407513775,29937627.220865175,202.0,90.0,16755.39169310966,39995.17849600501,61272254.9,38756593.32,73521697.17,27786514.46,30213850.86,20040444.56,41330762.69,32473689.85,45295417.15,90697450.12,54731023.88,64718866.02,90581020.93,52520404.32,35968575.03,86026150.33
"GSS Bangalore, IND_10",KPI: MFG Cost Excl. MM,FY26 Q1,47431537.17022376,41603892.951143794,813.0,255.0,7394.9204118381585,-723.2395127233589,71538027.65,31825395.28,48830719.63,69544176.44,20689030.88,40654236.67,77407911.8,27191472.69,66201897.65,25070502.99,63018882.8,27663498.27,78100059.61,28059574.23,58301134.9,41205398.84
"GSS Bangalore, IND_2",KPI: MFG Cost Excl. MM,FY26 Q1,43416819.32886878,54455514.80985152,1091.0,232.0,-20273.074227717818,47755.29526490258,30406889.62,98838569.39,59246362.3,68310488.55,20732410.48,20475298.03,20698211.23,43867539.44,38555039.28,53497075.4,67551589.57,97587965.82,49635697.89,20598134.93,63456745.81,34428160.91
"GSS Bangalore, IND_3",KPI: MFG Cost Excl. MM,FY26 Q1,59512457.117765784,84507980.71375193,1494.0,42.0,-16726.81530834655,-134.79822181883733,91075532.39,79857611.86,99159889.53,41627258.73,58840930.39,63820877.21,72888511.41,96648922.73,79282914.26,48463396.18,76133764.98,59367018.9,94585633.51,63902178.14,36743004.21,99334419.47
"GSS Bangalore, IND_4",KPI: MFG Cost Excl. MM,FY26 Q1,82900447.45425074,16334721.595084429,1065.0,325.0,27298.96145169959,115361.02127109615,35116394.0,23137862.85,67290533.88,34178225.53,24905767.16,89483581.53,96161748.77,72003238.74,79018339.7,93655884.23,55757127.45,92105038.31,76614739.39,30687976.29,60068895.48,69952463.38
"GSS Bangalore, IND_5",KPI: MFG Cost Excl. MM,FY26 Q1,55690395.669599034,44559881.9931327,1302.0,429.0,1149.477690288419,22456.62872659863,28334324.91,33926613.58,52400185.2,39539856.5,47464298.61,52862075.02,69173993.71,79017431.6,63041632.73,79593759.3,32388751.65,43234240.11,84882508.87,24216208.29,40002085.51,44278348.08
"GSS Bangalore, IND_6",KPI: MFG Cost Excl. MM,FY26 Q1,58358099.1406719,55921067.67163686,759.0,244.0,7666.121178146947,-13858.829939256113,33024693.05,28339806.42,96591035.35,98398809.93,44439593.62,98387859.3,31165947.83,42652089.68,40515060.92,51964150.84,67026767.21,57793177.97,63897289.43,64379361.91,48279878.47,75501242.76
"GSS Bangalore, IND_7",KPI: MFG Cost Excl. MM,FY26 Q1,67114128.82119824,61404997.419769116,1433.0,204.0,8961.520957085244,-34964.353578794246,49934369.59,69660079.6,71551193.02,93845713.46,65389258.3,67954257.58,30783750.79,45369527.52,51805786.73,45998495.23,87859905.78,65490018.3,55724831.83,77010953.97,38675241.33,24622399.91
"GSS Bangalore, IND_8",KPI: MFG Cost Excl. MM,FY26 Q1,68698748.55460711,63688720.24616428,327.0,400.0,-24166.812193965598,32281.439739673937,63338541.05,48377090.66,42051380.26,53670117.5,72828149.02,26226302.94,87615300.78,56101813.51,92481669.79,48773858.98,24218011.23,51589537.36,48588929.55,81738900.41,49725839.43,44080416.71
"GSS Bangalore, IND_9",KPI: MFG Cost Excl. MM,FY26 Q1,60165368.41805931,44764525.28973791,1177.0,262.0,9013.313185144116,18290.738585522042,34556183.6,49007276.89,84075333.07,24052119.79,68557890.69,51144838.64,65749135.63,80595899.93,30866949.81,38438149.66,89551231.84,85835934.22,52620647.23,82965824.25,52192844.24,56444658.5
"GSS Corlu, TUR_1",KPI: MFG Cost Excl. MM,FY26 Q1,51444274.15566926,38340432.230913915,579.0,50.0,20881.552262411842,20268.463296377715,58547813.87,46131894.82,27344541.33,33685266.07,95394140.75,90625222.11,91681354.78,64487856.93,99897134.47,29436728.55,57393484.97,30570639.27,36113382.95,81589030.6,49924693.74,67085820.96
"GSS Corlu, TUR_10",KPI: MFG Cost Excl. MM,FY26 Q1,40624976.154924676,111615153.67425689,900.0,466.0,-32555.462256606523,-89464.08044718101,27823929.15,44413225.27,45811837.75,52626994.02,74219900.14,63912093.5,51952320.81,66427207.92,58735254.54,90492800.17,42923311.77,83041035.68,75326972.18,96852994.61,34615240.69,78781086.73
"GSS Corlu, TUR_2",KPI: MFG Cost Excl. MM,FY26 Q1,60486012.68153362,47223175.17384735,1448.0,280.0,16675.415351236614,-38868.442574658366,52307318.95,33180716.88,91637204.27,64726334.08,68716775.17,20280229.24,42506538.13,21535047.2,42481812.39,62232327.08,70996396.09,36993323.79,69479246.13,28284205.06,83143280.41,46173311.08
"GSS Corlu, TUR_3",KPI: MFG Cost Excl. MM,FY26 Q1,57482721.41802347,97287813.63031201,559.0,483.0,-21230.849365052065,-57840.67788245225,69248928.38,62118494.3,69469124.85,22154788.45,59619935.0,38678273.54,72626722.16,79645983.49,94702519.24,78235565.88,64688226.73,83588666.65,37761195.11,32088277.7,89216565.69,25358720.94
"GSS Corlu, TUR_4",KPI: MFG Cost Excl. MM,FY26 Q1,75373504.21944113,35089206.66594912,1237.0,500.0,584.007263195575,79123.76113783817,99780885.42,79387766.49,39254550.72,53690112.8,89732915.38,51371482.4,57401224.69,22389294.08,25157996.74,37814705.76,57377510.69,45271374.84,66617439.63,41765789.42,93983948.7,38273531.23
"GSS Corlu, TUR_5",KPI: MFG Cost Excl. MM,FY26 Q1,42855140.67770943,23884012.059142455,433.0,52.0,41378.04566877082,20277.593153638547,50183542.94,66689257.86,36134472.1,86899727.68,22270477.63,95826937.4,21829923.1,32571197.73,26192515.14,60226448.57,85783343.72,97707308.43,51600774.17,22430986.08,81790955.39,76395669.74
"GSS Corlu, TUR_6",KPI: MFG Cost Excl. MM,FY26 Q1,56632109.26537832,53577900.131638214,958.0,310.0,9359.283873695209,-19070.918765354527,80764710.52,69103692.47,20454890.98,36285493.61,45495162.03,99474273.66,61003418.93,28485898.15,69984084.75,56579129.21,22312564.28,73334178.6,32356599.1,34933496.1,78265322.95,77201787.84
"GSS Corlu, TUR_7",KPI: MFG Cost Excl. MM,FY26 Q1,64765802.57080425,88108731.45844427,1488.0,349.0,-17133.207327828943,6164.136436015616,41521436.31,97811052.29,65231733.79,94191029.65,44851872.58,75963791.84,96370355.61,33702647.57,94307433.79,86594409.47,71195865.77,79253222.6,64144818.84,41305510.06,99612699.05,90056883.16
"GSS Corlu, TUR_8",KPI: MFG Cost Excl. MM,FY26 Q1,55510854.48351821,46692609.9184847,1337.0,407.0,2198.692446820347,14443.71686396734,94899114.26,44386645.93,55781749.75,20058705.82,53161298.5,24902687.95,56590495.51,39780782.8,20601394.42,65707205.65,84606241.98,83854809.94,47677975.79,89080856.28,66972974.44,58796532.83
"GSS Corlu, TUR_9",KPI: MFG Cost Excl. MM,FY26 Q1,73012511.88017073,49893102.07096048,819.0,481.0,-2421.281218121149,52188.02313274734,91998303.79,36482635.05,85336682.42,73030081.52,30626251.99,22986853.77,70368628.41,54331876.87,76116664.5,50453439.21,58619497.67,98384390.25,50641952.77,80520532.99,86220870.23,83469066.93
"MECH Zurich, CHE_1",KPI: MFG Cost Excl. MM,FY26 Q1,58973432.00787379,75429228.16559201,419.0,373.0,-5629.48382408938,-37793.67945154096,88561503.71,40416889.82,22387637.86,39992096.2,27011117.76,90039309.18,64636577.87,95215535.96,24462884.99,81905492.89,93620157.8,90669112.13,26565230.57,93880153.72,63232628.59,56502087.01
"MECH Zurich, CHE_10",KPI: MFG Cost Excl. MM,FY26 Q1,61743822.29941134,37398738.09050459,1318.0,348.0,1194.8446648113054,65431.83603645246,72948889.7,65664032.78,46738687.9,48982251.38,67003731.21,66296776.12,78004310.82,66212719.66,77337532.66,38385511.77,58979559.09,33654537.3,61813484.85,95631526.1,28339744.12,90449451.33
"MECH Zurich, CHE_2",KPI: MFG Cost Excl. MM,FY26 Q1,50309227.1214837,57668113.587517895,1303.0,408.0,17600.209783544,-74244.99954409811,66550274.72,83351104.77,60968065.88,60563692.77,83932452.87,29474762.02,66054063.77,49496313.93,25929520.58,21438252.2,31686348.08,72246765.94,53566199.16,28546559.75,91319622.35,72942580.96
"MECH Zurich, CHE_3",KPI: MFG Cost Excl. MM,FY26 Q1,53055087.48012577,45832325.699004255,323.0,92.0,8337.5519886601,49236.222704177206,76208227.56,30849457.28,70569915.95,62930682.82,91468058.09,49609283.26,86655058.75,32318397.67,82825484.76,22988283.47,62374335.17,72550079.11,24515330.75,60523224.93,30336181.96,23292766.21
"MECH Zurich, CHE_4",KPI: MFG Cost Excl. MM,FY26 Q1,54105526.85672793,48392951.504705764,705.0,310.0,12819.847756702284,-10727.152633719179,56579011.73,59933321.41,45987396.58,77593206.81,45004850.72,29776091.57,52177033.49,83183778.24,28940356.3,78487389.79,54781968.45,50574784.13,38691197.48,30962537.23,43384258.41,71025398.53
"MECH Zurich, CHE_5",KPI: MFG Cost Excl. MM,FY26 Q1,101987990.82151866,57506872.436639294,1125.0,74.0,43781.86179606925,-64506.43426619652,95401088.19,97220892.36,77706353.18,90560512.06,29539337.22,50199510.06,65201141.87,99191072.29,34449191.96,22927338.18,36546924.03,87812635.81,88132490.2,27126460.55,67181992.55,32730411.52
"MECH Zurich, CHE_6",KPI: MFG Cost Excl. MM,FY26 Q1,76596625.65658852,96033386.1516289,1244.0,379.0,-12845.088620672263,-9122.612799271947,76557683.62,87748682.65,70362385.68,63492120.66,83583383.08,91826394.15,91364696.66,98151793.72,77748082.93,88497540.18,74288011.19,80966132.01,75855270.95,90573688.68,22835218.77,74841174.56
"MECH Zurich, CHE_7",KPI: MFG Cost Excl. MM,FY26 Q1,65913930.78499234,32123249.665809464,938.0,229.0,42230.28728953434,-25420.647853276536,64812085.96,84028484.87,93523916.07,21991741.56,83848792.04,57196133.01,67657538.45,45386445.58,40394686.95,68713001.17,22445059.64,33474037.94,50689955.63,71330095.43,59741571.98,72791198.58
"MECH Zurich, CHE_8",KPI: MFG Cost Excl. MM,FY26 Q1,51402776.1112172,52676741.190676436,1189.0,104.0,-2358.2105390493275,14711.031264138603,56910094.23,37781227.34,99449905.56,41130302.35,70509156.39,76618996.74,68907712.53,43190827.72,24361200.75,74515607.45,33126078.51,35625083.98,65771568.03,83415258.45,61794230.13,95048329.28
"MECH Zurich, CHE_9",KPI: MFG Cost Excl. MM,FY26 Q1,46756146.20414704,37766871.57488009,230.0,484.0,26447.81638358649,6004.704258351347,89442556.18,58769392.99,76297533.06,33399926.19,33356988.9,26118157.2,67275680.13,49119436.75,75616923.67,54472428.14,53812038.94,65954705.13,25122627.07,53237589.93,41073126.9,73319538.02
"MFG Cork, IRL_1",KPI: MFG Cost Excl. MM,FY26 Q1,50649315.39074318,18662510.543730468,1276.0,243.0,3469.8405263075847,113412.70919935897,81872901.62,69422729.88,29258988.03,20303254.02,92836544.72,23434872.8,36377351.4,69374997.3,78003989.04,30715205.76,82363620.08,22470248.47,55305052.18,41737989.57,53897931.6,43170275.12
"MFG Cork, IRL_10",KPI: MFG Cost Excl. MM,FY26 Q1,50146617.2791138,81724268.71979249,1284.0,312.0,-15248.841239896521,-38455.574643113934,30474733.43,64457260.1,38263827.28,80431106.93,32234150.62,60553593.11,87141839.34,28959535.82,81368652.2,52454847.44,92277496.2,37359121.56,34784275.35,72604432.51,62712362.1,63601337.15
